id	label	type
2004-09-30T17:45:05.123	'2004-09-30T17:45:05.123'@en	literal
0.481	'0.481'@en	literal
trade 3134194	'trade 3134194'@en	transaction
2004-09-30T17:49:13.543	'2004-09-30T17:49:13.543'@en	literal
0.22	'0.22'@en	literal
trade 3134491	'trade 3134491'@en	transaction
2004-09-30T18:50:58.823	'2004-09-30T18:50:58.823'@en	literal
trade 3134529	'trade 3134529'@en	transaction
Daleyza (18919)	'Daleyza (18919)'@en	person
2004-09-30T19:10:54.047	'2004-09-30T19:10:54.047'@en	literal
trade 3134950	'trade 3134950'@en	transaction
2004-09-30T20:17:16.123	'2004-09-30T20:17:16.123'@en	literal
trade 3135300	'trade 3135300'@en	transaction
2004-09-30T20:57:40.060	'2004-09-30T20:57:40.060'@en	literal
trade 3135464	'trade 3135464'@en	transaction
Jonah (18265)	'Jonah (18265)'@en	person
2004-09-30T21:28:39.920	'2004-09-30T21:28:39.920'@en	literal
0.493	'0.493'@en	literal
trade 3135664	'trade 3135664'@en	transaction
Enzo (18369)	'Enzo (18369)'@en	person
Tucker (18408)	'Tucker (18408)'@en	person
2004-09-30T22:00:22.360	'2004-09-30T22:00:22.360'@en	literal
0.488	'0.488'@en	literal
trade 3135878	'trade 3135878'@en	transaction
2004-09-30T22:19:34.440	'2004-09-30T22:19:34.440'@en	literal
0.194	'0.194'@en	literal
trade 3135959	'trade 3135959'@en	transaction
2004-09-30T22:35:36.393	'2004-09-30T22:35:36.393'@en	literal
trade 3136490	'trade 3136490'@en	transaction
Axel (17409)	'Axel (17409)'@en	person
2004-10-01T00:21:36.563	'2004-10-01T00:21:36.563'@en	literal
0.236	'0.236'@en	literal
trade 3136504	'trade 3136504'@en	transaction
2004-10-01T00:24:41.923	'2004-10-01T00:24:41.923'@en	literal
0.24	'0.24'@en	literal
trade 3136834	'trade 3136834'@en	transaction
Jayce (18318)	'Jayce (18318)'@en	person
2004-10-01T03:29:56.880	'2004-10-01T03:29:56.880'@en	literal
trade 3137576	'trade 3137576'@en	transaction
2004-10-01T08:54:23.897	'2004-10-01T08:54:23.897'@en	literal
0.112	'0.112'@en	literal
trade 3137776	'trade 3137776'@en	transaction
Kieran (4286)	'Kieran (4286)'@en	person
2004-10-01T10:07:48.060	'2004-10-01T10:07:48.060'@en	literal
293	'293'@en	literal
trade 3138220	'trade 3138220'@en	transaction
Jayson (5491)	'Jayson (5491)'@en	person
2004-10-01T12:03:57.903	'2004-10-01T12:03:57.903'@en	literal
0.114	'0.114'@en	literal
trade 3138458	'trade 3138458'@en	transaction
2004-10-01T13:05:27.400	'2004-10-01T13:05:27.400'@en	literal
0.427	'0.427'@en	literal
trade 3138769	'trade 3138769'@en	transaction
2004-10-01T14:39:16.263	'2004-10-01T14:39:16.263'@en	literal
trade 3139181	'trade 3139181'@en	transaction
2004-10-01T18:35:33.057	'2004-10-01T18:35:33.057'@en	literal
trade 3139500	'trade 3139500'@en	transaction
2004-10-01T20:09:59.633	'2004-10-01T20:09:59.633'@en	literal
0.19	'0.19'@en	literal
trade 3139652	'trade 3139652'@en	transaction
2004-10-01T21:54:23.560	'2004-10-01T21:54:23.560'@en	literal
0.189	'0.189'@en	literal
trade 3139692	'trade 3139692'@en	transaction
Heidi (18931)	'Heidi (18931)'@en	person
2004-10-01T22:02:18.273	'2004-10-01T22:02:18.273'@en	literal
trade 3139841	'trade 3139841'@en	transaction
2004-10-01T23:41:40.930	'2004-10-01T23:41:40.930'@en	literal
trade 3141896	'trade 3141896'@en	transaction
Dylan (268)	'Dylan (268)'@en	person
2004-10-02T18:30:22.617	'2004-10-02T18:30:22.617'@en	literal
0.193	'0.193'@en	literal
trade 3141980	'trade 3141980'@en	transaction
Jayden (16611)	'Jayden (16611)'@en	person
2004-10-02T18:52:07.903	'2004-10-02T18:52:07.903'@en	literal
trade 3142067	'trade 3142067'@en	transaction
2004-10-02T19:06:52.843	'2004-10-02T19:06:52.843'@en	literal
0.405	'0.405'@en	literal
trade 3142245	'trade 3142245'@en	transaction
Olivia (10138)	'Olivia (10138)'@en	person
2004-10-02T20:09:19.740	'2004-10-02T20:09:19.740'@en	literal
0.403	'0.403'@en	literal
trade 3142425	'trade 3142425'@en	transaction
2004-10-02T20:59:42.497	'2004-10-02T20:59:42.497'@en	literal
0.397	'0.397'@en	literal
trade 3142821	'trade 3142821'@en	transaction
2004-10-02T22:04:22.127	'2004-10-02T22:04:22.127'@en	literal
0.205	'0.205'@en	literal
trade 3143192	'trade 3143192'@en	transaction
2004-10-02T23:04:03.960	'2004-10-02T23:04:03.960'@en	literal
0.392	'0.392'@en	literal
trade 3143285	'trade 3143285'@en	transaction
2004-10-02T23:18:06.757	'2004-10-02T23:18:06.757'@en	literal
0.149	'0.149'@en	literal
trade 3143738	'trade 3143738'@en	transaction
2004-10-03T00:06:35.860	'2004-10-03T00:06:35.860'@en	literal
0.176	'0.176'@en	literal
trade 3143747	'trade 3143747'@en	transaction
2004-10-03T00:08:15.417	'2004-10-03T00:08:15.417'@en	literal
0.373	'0.373'@en	literal
trade 3143750	'trade 3143750'@en	transaction
Sebastian (14385)	'Sebastian (14385)'@en	person
2004-10-03T00:10:47.273	'2004-10-03T00:10:47.273'@en	literal
75	'75'@en	literal
trade 3143950	'trade 3143950'@en	transaction
2004-10-03T00:28:29.633	'2004-10-03T00:28:29.633'@en	literal
0.201	'0.201'@en	literal
trade 3144679	'trade 3144679'@en	transaction
2004-10-03T07:47:27.103	'2004-10-03T07:47:27.103'@en	literal
0.159	'0.159'@en	literal
trade 3145046	'trade 3145046'@en	transaction
Alani (18472)	'Alani (18472)'@en	person
2004-10-03T10:34:16.407	'2004-10-03T10:34:16.407'@en	literal
0.28	'0.28'@en	literal
trade 3145105	'trade 3145105'@en	transaction
Dorothy (5985)	'Dorothy (5985)'@en	person
2004-10-03T10:44:16.023	'2004-10-03T10:44:16.023'@en	literal
trade 3145670	'trade 3145670'@en	transaction
2004-10-03T12:07:57.190	'2004-10-03T12:07:57.190'@en	literal
0.369	'0.369'@en	literal
trade 3145694	'trade 3145694'@en	transaction
2004-10-03T12:13:24.080	'2004-10-03T12:13:24.080'@en	literal
trade 3145821	'trade 3145821'@en	transaction
Mario (18790)	'Mario (18790)'@en	person
2004-10-03T13:02:45.673	'2004-10-03T13:02:45.673'@en	literal
trade 3145990	'trade 3145990'@en	transaction
2004-10-03T13:42:28.967	'2004-10-03T13:42:28.967'@en	literal
0.37	'0.37'@en	literal
trade 3146060	'trade 3146060'@en	transaction
2004-10-03T13:54:57.563	'2004-10-03T13:54:57.563'@en	literal
0.166	'0.166'@en	literal
trade 3146095	'trade 3146095'@en	transaction
2004-10-03T13:59:39.447	'2004-10-03T13:59:39.447'@en	literal
0.265	'0.265'@en	literal
trade 3146097	'trade 3146097'@en	transaction
trade 3146367	'trade 3146367'@en	transaction
Jordyn (18413)	'Jordyn (18413)'@en	person
Eden (18271)	'Eden (18271)'@en	person
2004-10-03T14:52:31.503	'2004-10-03T14:52:31.503'@en	literal
0.18	'0.18'@en	literal
206	'206'@en	literal
trade 3146797	'trade 3146797'@en	transaction
2004-10-03T17:17:05.187	'2004-10-03T17:17:05.187'@en	literal
0.364	'0.364'@en	literal
trade 3147431	'trade 3147431'@en	transaction
Melody (18166)	'Melody (18166)'@en	person
2004-10-03T19:43:38.803	'2004-10-03T19:43:38.803'@en	literal
0.246	'0.246'@en	literal
trade 3148458	'trade 3148458'@en	transaction
Cataleya (18935)	'Cataleya (18935)'@en	person
Kaliyah (7595)	'Kaliyah (7595)'@en	person
2004-10-04T00:22:26.380	'2004-10-04T00:22:26.380'@en	literal
0.191	'0.191'@en	literal
trade 3149618	'trade 3149618'@en	transaction
Oliver (1104)	'Oliver (1104)'@en	person
2004-10-04T08:17:17.433	'2004-10-04T08:17:17.433'@en	literal
0.214	'0.214'@en	literal
38	'38'@en	literal
trade 3149807	'trade 3149807'@en	transaction
2004-10-04T09:13:40.783	'2004-10-04T09:13:40.783'@en	literal
0.184	'0.184'@en	literal
trade 3149929	'trade 3149929'@en	transaction
2004-10-04T09:31:20.643	'2004-10-04T09:31:20.643'@en	literal
trade 3150395	'trade 3150395'@en	transaction
2004-10-04T10:22:41.843	'2004-10-04T10:22:41.843'@en	literal
trade 3150419	'trade 3150419'@en	transaction
2004-10-04T10:31:00.543	'2004-10-04T10:31:00.543'@en	literal
0.178	'0.178'@en	literal
trade 3150604	'trade 3150604'@en	transaction
2004-10-04T11:13:31.630	'2004-10-04T11:13:31.630'@en	literal
0.366	'0.366'@en	literal
trade 3150632	'trade 3150632'@en	transaction
Ainsley (18857)	'Ainsley (18857)'@en	person
2004-10-04T11:17:33.620	'2004-10-04T11:17:33.620'@en	literal
trade 3150844	'trade 3150844'@en	transaction
2004-10-04T11:44:58.003	'2004-10-04T11:44:58.003'@en	literal
0.26	'0.26'@en	literal
trade 3151204	'trade 3151204'@en	transaction
2004-10-04T13:01:23.400	'2004-10-04T13:01:23.400'@en	literal
0.257	'0.257'@en	literal
trade 3151649	'trade 3151649'@en	transaction
2004-10-04T15:21:26.620	'2004-10-04T15:21:26.620'@en	literal
trade 3151849	'trade 3151849'@en	transaction
2004-10-04T16:42:39.857	'2004-10-04T16:42:39.857'@en	literal
trade 3151879	'trade 3151879'@en	transaction
2004-10-04T16:43:23.847	'2004-10-04T16:43:23.847'@en	literal
0.38	'0.38'@en	literal
trade 3151956	'trade 3151956'@en	transaction
2004-10-04T16:48:32.937	'2004-10-04T16:48:32.937'@en	literal
trade 3154204	'trade 3154204'@en	transaction
Madeleine (18969)	'Madeleine (18969)'@en	person
2004-10-05T11:44:59.130	'2004-10-05T11:44:59.130'@en	literal
0.16	'0.16'@en	literal
trade 3154396	'trade 3154396'@en	transaction
2004-10-05T12:37:00.150	'2004-10-05T12:37:00.150'@en	literal
0.255	'0.255'@en	literal
trade 3154709	'trade 3154709'@en	transaction
Paisley (17123)	'Paisley (17123)'@en	person
2004-10-05T13:55:05.243	'2004-10-05T13:55:05.243'@en	literal
0.353	'0.353'@en	literal
55	'55'@en	literal
trade 3155934	'trade 3155934'@en	transaction
Alessandra (18904)	'Alessandra (18904)'@en	person
2004-10-05T18:09:14.483	'2004-10-05T18:09:14.483'@en	literal
0.181	'0.181'@en	literal
trade 3155937	'trade 3155937'@en	transaction
Leilani (17760)	'Leilani (17760)'@en	person
2004-10-05T18:09:14.500	'2004-10-05T18:09:14.500'@en	literal
0.218	'0.218'@en	literal
trade 3156345	'trade 3156345'@en	transaction
2004-10-05T19:59:33.747	'2004-10-05T19:59:33.747'@en	literal
trade 3156454	'trade 3156454'@en	transaction
Amber (4124)	'Amber (4124)'@en	person
2004-10-05T20:17:07.750	'2004-10-05T20:17:07.750'@en	literal
0.219	'0.219'@en	literal
trade 3156535	'trade 3156535'@en	transaction
Jayceon (18980)	'Jayceon (18980)'@en	person
2004-10-05T20:29:31.497	'2004-10-05T20:29:31.497'@en	literal
0.216	'0.216'@en	literal
trade 3156804	'trade 3156804'@en	transaction
2004-10-05T21:37:32.080	'2004-10-05T21:37:32.080'@en	literal
trade 3156805	'trade 3156805'@en	transaction
0.213	'0.213'@en	literal
trade 3157146	'trade 3157146'@en	transaction
2004-10-05T22:26:51.767	'2004-10-05T22:26:51.767'@en	literal
trade 3157241	'trade 3157241'@en	transaction
Keanu (4115)	'Keanu (4115)'@en	person
2004-10-05T22:30:51.710	'2004-10-05T22:30:51.710'@en	literal
0.212	'0.212'@en	literal
trade 3157424	'trade 3157424'@en	transaction
2004-10-05T22:40:48.467	'2004-10-05T22:40:48.467'@en	literal
trade 3157667	'trade 3157667'@en	transaction
Esmeralda (18972)	'Esmeralda (18972)'@en	person
2004-10-05T23:36:38.547	'2004-10-05T23:36:38.547'@en	literal
trade 3157722	'trade 3157722'@en	transaction
2004-10-05T23:45:02.717	'2004-10-05T23:45:02.717'@en	literal
trade 3157730	'trade 3157730'@en	transaction
Kira (18937)	'Kira (18937)'@en	person
2004-10-05T23:46:22.240	'2004-10-05T23:46:22.240'@en	literal
trade 3157742	'trade 3157742'@en	transaction
2004-10-05T23:48:16.127	'2004-10-05T23:48:16.127'@en	literal
trade 3157946	'trade 3157946'@en	transaction
2004-10-06T01:18:28.360	'2004-10-06T01:18:28.360'@en	literal
trade 3158349	'trade 3158349'@en	transaction
Jared (18903)	'Jared (18903)'@en	person
2004-10-06T06:38:55.743	'2004-10-06T06:38:55.743'@en	literal
trade 3158373	'trade 3158373'@en	transaction
2004-10-06T06:38:57.150	'2004-10-06T06:38:57.150'@en	literal
0.356	'0.356'@en	literal
trade 3158575	'trade 3158575'@en	transaction
2004-10-06T08:10:00.277	'2004-10-06T08:10:00.277'@en	literal
trade 3159033	'trade 3159033'@en	transaction
Solomon (18995)	'Solomon (18995)'@en	person
2004-10-06T11:21:32.927	'2004-10-06T11:21:32.927'@en	literal
0.198	'0.198'@en	literal
trade 3159042	'trade 3159042'@en	transaction
2004-10-06T11:21:37.973	'2004-10-06T11:21:37.973'@en	literal
0.362	'0.362'@en	literal
trade 3159416	'trade 3159416'@en	transaction
Camryn (18994)	'Camryn (18994)'@en	person
2004-10-06T12:31:51.120	'2004-10-06T12:31:51.120'@en	literal
0.355	'0.355'@en	literal
trade 3159502	'trade 3159502'@en	transaction
2004-10-06T12:37:52.997	'2004-10-06T12:37:52.997'@en	literal
trade 3159921	'trade 3159921'@en	transaction
Makenna (18988)	'Makenna (18988)'@en	person
2004-10-06T14:08:50.740	'2004-10-06T14:08:50.740'@en	literal
0.36	'0.36'@en	literal
trade 3160205	'trade 3160205'@en	transaction
Maxwell (18307)	'Maxwell (18307)'@en	person
2004-10-06T14:44:52.433	'2004-10-06T14:44:52.433'@en	literal
trade 3160366	'trade 3160366'@en	transaction
2004-10-06T14:57:14.753	'2004-10-06T14:57:14.753'@en	literal
trade 3160544	'trade 3160544'@en	transaction
2004-10-06T15:03:34.573	'2004-10-06T15:03:34.573'@en	literal
trade 3161052	'trade 3161052'@en	transaction
Elian (18859)	'Elian (18859)'@en	person
2004-10-06T18:18:50.010	'2004-10-06T18:18:50.010'@en	literal
trade 3161111	'trade 3161111'@en	transaction
Anna (17390)	'Anna (17390)'@en	person
2004-10-06T18:28:28.283	'2004-10-06T18:28:28.283'@en	literal
trade 3161823	'trade 3161823'@en	transaction
Stevie (19005)	'Stevie (19005)'@en	person
2004-10-06T21:33:59.217	'2004-10-06T21:33:59.217'@en	literal
trade 3162714	'trade 3162714'@en	transaction
Antonio (18384)	'Antonio (18384)'@en	person
2004-10-07T00:30:16.567	'2004-10-07T00:30:16.567'@en	literal
trade 3162744	'trade 3162744'@en	transaction
2004-10-07T00:34:37.120	'2004-10-07T00:34:37.120'@en	literal
0.343	'0.343'@en	literal
trade 3162950	'trade 3162950'@en	transaction
Bowen (18965)	'Bowen (18965)'@en	person
2004-10-07T02:07:11.523	'2004-10-07T02:07:11.523'@en	literal
0.341	'0.341'@en	literal
trade 3163278	'trade 3163278'@en	transaction
2004-10-07T07:54:18.013	'2004-10-07T07:54:18.013'@en	literal
trade 3163285	'trade 3163285'@en	transaction
2004-10-07T07:55:32.240	'2004-10-07T07:55:32.240'@en	literal
trade 3163298	'trade 3163298'@en	transaction
2004-10-07T07:56:37.900	'2004-10-07T07:56:37.900'@en	literal
trade 3163412	'trade 3163412'@en	transaction
Jax (18535)	'Jax (18535)'@en	person
2004-10-07T08:39:28.540	'2004-10-07T08:39:28.540'@en	literal
trade 3163494	'trade 3163494'@en	transaction
2004-10-07T08:54:12.680	'2004-10-07T08:54:12.680'@en	literal
136	'136'@en	literal
trade 3164057	'trade 3164057'@en	transaction
2004-10-07T12:31:39.037	'2004-10-07T12:31:39.037'@en	literal
trade 3164741	'trade 3164741'@en	transaction
Helen (19040)	'Helen (19040)'@en	person
2004-10-07T14:42:37.537	'2004-10-07T14:42:37.537'@en	literal
trade 3164929	'trade 3164929'@en	transaction
Amalia (7886)	'Amalia (7886)'@en	person
2004-10-07T15:08:40.350	'2004-10-07T15:08:40.350'@en	literal
0.208	'0.208'@en	literal
trade 3164930	'trade 3164930'@en	transaction
0.247	'0.247'@en	literal
trade 3165158	'trade 3165158'@en	transaction
2004-10-07T16:40:24.360	'2004-10-07T16:40:24.360'@en	literal
trade 3165800	'trade 3165800'@en	transaction
Sabrina (18947)	'Sabrina (18947)'@en	person
2004-10-07T21:33:40.097	'2004-10-07T21:33:40.097'@en	literal
0.188	'0.188'@en	literal
trade 3165993	'trade 3165993'@en	transaction
2004-10-07T22:21:32.340	'2004-10-07T22:21:32.340'@en	literal
0.342	'0.342'@en	literal
trade 3166133	'trade 3166133'@en	transaction
Julian (16571)	'Julian (16571)'@en	person
2004-10-07T23:23:34.770	'2004-10-07T23:23:34.770'@en	literal
0.197	'0.197'@en	literal
trade 3166798	'trade 3166798'@en	transaction
2004-10-08T07:35:42.453	'2004-10-08T07:35:42.453'@en	literal
trade 3166799	'trade 3166799'@en	transaction
2004-10-08T07:36:01.250	'2004-10-08T07:36:01.250'@en	literal
0.223	'0.223'@en	literal
58	'58'@en	literal
trade 3166835	'trade 3166835'@en	transaction
Kailani (18620)	'Kailani (18620)'@en	person
2004-10-08T07:39:53.770	'2004-10-08T07:39:53.770'@en	literal
0.337	'0.337'@en	literal
56	'56'@en	literal
trade 3166880	'trade 3166880'@en	transaction
2004-10-08T08:22:28.687	'2004-10-08T08:22:28.687'@en	literal
trade 3167126	'trade 3167126'@en	transaction
Royce (18993)	'Royce (18993)'@en	person
2004-10-08T09:51:03.540	'2004-10-08T09:51:03.540'@en	literal
0.195	'0.195'@en	literal
trade 3167249	'trade 3167249'@en	transaction
Edgar (1896)	'Edgar (1896)'@en	person
2004-10-08T10:20:17.523	'2004-10-08T10:20:17.523'@en	literal
0.249	'0.249'@en	literal
trade 3167646	'trade 3167646'@en	transaction
2004-10-08T11:33:25.963	'2004-10-08T11:33:25.963'@en	literal
trade 3168254	'trade 3168254'@en	transaction
2004-10-08T13:38:32.230	'2004-10-08T13:38:32.230'@en	literal
0.303	'0.303'@en	literal
trade 3168676	'trade 3168676'@en	transaction
2004-10-08T15:35:26.627	'2004-10-08T15:35:26.627'@en	literal
trade 3168741	'trade 3168741'@en	transaction
Averie (19044)	'Averie (19044)'@en	person
2004-10-08T15:48:24.790	'2004-10-08T15:48:24.790'@en	literal
trade 3168882	'trade 3168882'@en	transaction
2004-10-08T17:25:15.380	'2004-10-08T17:25:15.380'@en	literal
0.252	'0.252'@en	literal
trade 3168899	'trade 3168899'@en	transaction
2004-10-08T17:26:12.243	'2004-10-08T17:26:12.243'@en	literal
trade 3168929	'trade 3168929'@en	transaction
2004-10-08T17:26:41.230	'2004-10-08T17:26:41.230'@en	literal
0.25	'0.25'@en	literal
trade 3169031	'trade 3169031'@en	transaction
Daniella (19014)	'Daniella (19014)'@en	person
2004-10-08T17:38:16.823	'2004-10-08T17:38:16.823'@en	literal
trade 3169266	'trade 3169266'@en	transaction
Brooklynn (18570)	'Brooklynn (18570)'@en	person
2004-10-08T18:18:25.743	'2004-10-08T18:18:25.743'@en	literal
trade 3169556	'trade 3169556'@en	transaction
Noel (19017)	'Noel (19017)'@en	person
2004-10-08T19:35:34.503	'2004-10-08T19:35:34.503'@en	literal
trade 3169581	'trade 3169581'@en	transaction
Killian (18840)	'Killian (18840)'@en	person
Tyson (18910)	'Tyson (18910)'@en	person
2004-10-08T19:41:19.173	'2004-10-08T19:41:19.173'@en	literal
trade 3169881	'trade 3169881'@en	transaction
2004-10-08T20:13:06.237	'2004-10-08T20:13:06.237'@en	literal
0.284	'0.284'@en	literal
trade 3170027	'trade 3170027'@en	transaction
2004-10-08T20:32:57.997	'2004-10-08T20:32:57.997'@en	literal
trade 3170211	'trade 3170211'@en	transaction
2004-10-08T21:16:14.713	'2004-10-08T21:16:14.713'@en	literal
trade 3170214	'trade 3170214'@en	transaction
2004-10-08T21:17:22.313	'2004-10-08T21:17:22.313'@en	literal
trade 3170452	'trade 3170452'@en	transaction
2004-10-08T22:00:26.750	'2004-10-08T22:00:26.750'@en	literal
trade 3170609	'trade 3170609'@en	transaction
Bella (17365)	'Bella (17365)'@en	person
2004-10-08T22:26:17.623	'2004-10-08T22:26:17.623'@en	literal
0.259	'0.259'@en	literal
trade 3170812	'trade 3170812'@en	transaction
2004-10-08T23:13:16.577	'2004-10-08T23:13:16.577'@en	literal
trade 3171086	'trade 3171086'@en	transaction
Kason (18898)	'Kason (18898)'@en	person
2004-10-09T02:48:20.797	'2004-10-09T02:48:20.797'@en	literal
trade 3171596	'trade 3171596'@en	transaction
2004-10-09T09:50:16.423	'2004-10-09T09:50:16.423'@en	literal
0.204	'0.204'@en	literal
trade 3171783	'trade 3171783'@en	transaction
2004-10-09T11:06:25.803	'2004-10-09T11:06:25.803'@en	literal
0.308	'0.308'@en	literal
trade 3171810	'trade 3171810'@en	transaction
2004-10-09T11:21:08.973	'2004-10-09T11:21:08.973'@en	literal
0.315	'0.315'@en	literal
trade 3171878	'trade 3171878'@en	transaction
2004-10-09T11:57:52.703	'2004-10-09T11:57:52.703'@en	literal
trade 3172004	'trade 3172004'@en	transaction
2004-10-09T12:30:09.033	'2004-10-09T12:30:09.033'@en	literal
0.256	'0.256'@en	literal
trade 3172006	'trade 3172006'@en	transaction
Makai (6295)	'Makai (6295)'@en	person
2004-10-09T12:31:44.103	'2004-10-09T12:31:44.103'@en	literal
0.253	'0.253'@en	literal
trade 3172038	'trade 3172038'@en	transaction
2004-10-09T12:35:50.203	'2004-10-09T12:35:50.203'@en	literal
trade 3172050	'trade 3172050'@en	transaction
2004-10-09T12:38:06.653	'2004-10-09T12:38:06.653'@en	literal
0.304	'0.304'@en	literal
trade 3172151	'trade 3172151'@en	transaction
2004-10-09T13:09:46.217	'2004-10-09T13:09:46.217'@en	literal
0.302	'0.302'@en	literal
trade 3172153	'trade 3172153'@en	transaction
2004-10-09T13:10:10.640	'2004-10-09T13:10:10.640'@en	literal
0.244	'0.244'@en	literal
trade 3173656	'trade 3173656'@en	transaction
2004-10-10T00:30:19.303	'2004-10-10T00:30:19.303'@en	literal
trade 3173818	'trade 3173818'@en	transaction
2004-10-10T02:51:53.860	'2004-10-10T02:51:53.860'@en	literal
trade 3173824	'trade 3173824'@en	transaction
2004-10-10T02:54:27.953	'2004-10-10T02:54:27.953'@en	literal
trade 3174454	'trade 3174454'@en	transaction
2004-10-10T10:33:16.623	'2004-10-10T10:33:16.623'@en	literal
0.285	'0.285'@en	literal
trade 3174471	'trade 3174471'@en	transaction
2004-10-10T10:34:31.263	'2004-10-10T10:34:31.263'@en	literal
0.283	'0.283'@en	literal
trade 3174576	'trade 3174576'@en	transaction
Jessica (18981)	'Jessica (18981)'@en	person
2004-10-10T10:55:52.497	'2004-10-10T10:55:52.497'@en	literal
trade 3174650	'trade 3174650'@en	transaction
Wesley (18018)	'Wesley (18018)'@en	person
2004-10-10T11:15:51.560	'2004-10-10T11:15:51.560'@en	literal
trade 3175147	'trade 3175147'@en	transaction
Allie (19051)	'Allie (19051)'@en	person
2004-10-10T15:22:56.937	'2004-10-10T15:22:56.937'@en	literal
trade 3175483	'trade 3175483'@en	transaction
Josie (18280)	'Josie (18280)'@en	person
2004-10-10T18:57:57.267	'2004-10-10T18:57:57.267'@en	literal
0.268	'0.268'@en	literal
trade 3175893	'trade 3175893'@en	transaction
2004-10-10T21:26:26.120	'2004-10-10T21:26:26.120'@en	literal
trade 3176384	'trade 3176384'@en	transaction
Macie (5757)	'Macie (5757)'@en	person
2004-10-10T22:35:06.700	'2004-10-10T22:35:06.700'@en	literal
trade 3176833	'trade 3176833'@en	transaction
Maia (279)	'Maia (279)'@en	person
2004-10-11T01:16:21.170	'2004-10-11T01:16:21.170'@en	literal
0.262	'0.262'@en	literal
trade 3177352	'trade 3177352'@en	transaction
Emmy (4284)	'Emmy (4284)'@en	person
2004-10-11T08:37:50.060	'2004-10-11T08:37:50.060'@en	literal
trade 3177435	'trade 3177435'@en	transaction
David (16326)	'David (16326)'@en	person
2004-10-11T09:29:36.640	'2004-10-11T09:29:36.640'@en	literal
0.286	'0.286'@en	literal
trade 3177703	'trade 3177703'@en	transaction
2004-10-11T11:02:59.100	'2004-10-11T11:02:59.100'@en	literal
0.289	'0.289'@en	literal
trade 3177841	'trade 3177841'@en	transaction
2004-10-11T11:29:48.393	'2004-10-11T11:29:48.393'@en	literal
0.264	'0.264'@en	literal
trade 3178183	'trade 3178183'@en	transaction
2004-10-11T12:28:49.313	'2004-10-11T12:28:49.313'@en	literal
0.258	'0.258'@en	literal
trade 3178545	'trade 3178545'@en	transaction
2004-10-11T14:13:32.183	'2004-10-11T14:13:32.183'@en	literal
trade 3178770	'trade 3178770'@en	transaction
Kinley (19058)	'Kinley (19058)'@en	person
2004-10-11T14:52:44.447	'2004-10-11T14:52:44.447'@en	literal
trade 3178831	'trade 3178831'@en	transaction
2004-10-11T14:55:28.613	'2004-10-11T14:55:28.613'@en	literal
trade 3178862	'trade 3178862'@en	transaction
2004-10-11T14:59:10.473	'2004-10-11T14:59:10.473'@en	literal
trade 3178879	'trade 3178879'@en	transaction
Cassidy (18996)	'Cassidy (18996)'@en	person
2004-10-11T14:59:19.443	'2004-10-11T14:59:19.443'@en	literal
trade 3178881	'trade 3178881'@en	transaction
2004-10-11T14:59:19.460	'2004-10-11T14:59:19.460'@en	literal
trade 3179404	'trade 3179404'@en	transaction
Samuel (16116)	'Samuel (16116)'@en	person
2004-10-11T16:17:50.300	'2004-10-11T16:17:50.300'@en	literal
trade 3179425	'trade 3179425'@en	transaction
2004-10-11T16:22:21.423	'2004-10-11T16:22:21.423'@en	literal
trade 3179943	'trade 3179943'@en	transaction
2004-10-11T17:06:30.423	'2004-10-11T17:06:30.423'@en	literal
trade 3180166	'trade 3180166'@en	transaction
2004-10-11T18:02:03.683	'2004-10-11T18:02:03.683'@en	literal
trade 3180430	'trade 3180430'@en	transaction
2004-10-11T20:20:07.810	'2004-10-11T20:20:07.810'@en	literal
trade 3180575	'trade 3180575'@en	transaction
2004-10-11T21:34:22.390	'2004-10-11T21:34:22.390'@en	literal
trade 3182298	'trade 3182298'@en	transaction
2004-10-12T10:48:35.170	'2004-10-12T10:48:35.170'@en	literal
trade 3182419	'trade 3182419'@en	transaction
2004-10-12T11:04:44.020	'2004-10-12T11:04:44.020'@en	literal
0.287	'0.287'@en	literal
trade 3182636	'trade 3182636'@en	transaction
Seth (19064)	'Seth (19064)'@en	person
2004-10-12T11:39:47.397	'2004-10-12T11:39:47.397'@en	literal
0.263	'0.263'@en	literal
trade 3182759	'trade 3182759'@en	transaction
Clayton (18636)	'Clayton (18636)'@en	person
2004-10-12T11:49:55.560	'2004-10-12T11:49:55.560'@en	literal
trade 3182922	'trade 3182922'@en	transaction
2004-10-12T12:01:43.407	'2004-10-12T12:01:43.407'@en	literal
trade 3183542	'trade 3183542'@en	transaction
2004-10-12T14:51:57.553	'2004-10-12T14:51:57.553'@en	literal
trade 3183812	'trade 3183812'@en	transaction
Astrid (19107)	'Astrid (19107)'@en	person
2004-10-12T15:59:30.403	'2004-10-12T15:59:30.403'@en	literal
trade 3184693	'trade 3184693'@en	transaction
Sterling (18982)	'Sterling (18982)'@en	person
Gracie (18445)	'Gracie (18445)'@en	person
2004-10-12T18:56:12.773	'2004-10-12T18:56:12.773'@en	literal
trade 3184781	'trade 3184781'@en	transaction
2004-10-12T19:09:21.057	'2004-10-12T19:09:21.057'@en	literal
trade 3185240	'trade 3185240'@en	transaction
Renata (4116)	'Renata (4116)'@en	person
2004-10-12T20:57:32.437	'2004-10-12T20:57:32.437'@en	literal
52	'52'@en	literal
trade 3185829	'trade 3185829'@en	transaction
2004-10-12T22:39:58.783	'2004-10-12T22:39:58.783'@en	literal
